,loan_identifier,borrower_identifier,term,purpose,borrower_rating,employment,region,facebook,twitter,paypal,ebay,linkedin,currency,base_currency,location,funded,time_between_published_funded,ratio_requested_funded,amount_funded,address_lat,address_lng,net_income_cents,rates_paid,rates_count,prices,portion_average_salary,nominal_interest_rate,status
540,441,518,4,2,1,1,36,1,0,0,1,1,14,0,32,1,2,1.0,60000000,45.483101,9.235804,139000,1.0,1.0,1548.71583447,89.7517781547,1115,fully_paid
541,442,124,0,3,2,1,6,0,0,0,0,0,4,0,6,0,90457,0.114285714286,16000000,-22.101539,-50.169648,60000,0.0,0.0,1745.90900524,34.366052194,1453,expired
542,443,121,2,2,4,2,24,0,1,1,1,1,15,0,74,0,90457,0.0,0,53.574516,-1.015526,200000,0.0,0.0,1671.23445374,119.672018221,2253,canceled
543,444,114,4,3,2,1,71,1,1,0,1,1,51,0,72,1,2,1.0,10000000,-1.0,-1.0,760000,1.0,1.0,1860.97082902,408.38899146,1465,fully_paid
544,445,127,3,1,4,3,30,0,0,0,0,1,20,0,28,0,90456,0.0,0,-6.568929,108.432661,238000000,0.0,0.0,3963287.5,60.0511570256,2458,canceled
545,446,127,1,1,4,3,30,0,0,0,0,1,20,0,28,0,90456,0.0,0,-6.568929,108.432661,238000000,0.0,0.0,3963287.5,60.0511570256,2457,canceled
546,447,123,3,6,3,2,74,0,1,0,0,0,54,0,75,0,90456,0.0,0,26.567606,-81.723379,200000,0.0,0.0,2719.25321219,73.5496051281,1806,canceled
547,448,123,4,6,3,2,74,0,1,0,0,0,54,0,75,1,0,1.0,70000000,26.567606,-81.723379,200000,0.0,1.0,2719.25321219,73.5496051281,1994,charged_off
548,449,128,0,2,1,1,14,0,1,0,0,0,14,0,21,0,90456,0.002,1000000,53.069756,8.823655,164200,0.0,0.0,2145.16430526,76.5442533224,1069,canceled
549,450,114,3,3,2,1,71,1,1,0,1,1,51,0,72,0,90455,0.2,6000000,-1.0,-1.0,760000,0.0,0.0,1860.97082902,408.38899146,1380,canceled
550,451,128,3,2,1,1,14,0,1,0,0,0,14,0,21,1,3,1.0,100000000,53.069756,8.823655,164200,6.0,6.0,2145.16430526,76.5442533224,1029,fully_paid
551,452,128,4,2,1,1,14,0,1,0,0,0,14,0,21,0,90454,0.0,0,53.069756,8.823655,164200,0.0,0.0,2145.16430526,76.5442533224,1115,canceled
552,453,127,3,2,4,3,30,0,0,0,0,1,20,0,28,0,90453,0.0,0,-6.568929,108.432661,238000000,0.0,0.0,3963287.5,60.0511570256,2458,canceled
553,454,87,2,4,4,4,22,0,1,0,0,0,14,0,19,0,90452,0.0,0,61.485375,21.796887,60000,0.0,0.0,2210.9154321,27.138080059,2253,canceled
554,455,87,1,2,4,4,22,0,1,0,0,0,14,0,19,0,90452,0.0,0,61.485375,21.796887,60000,0.0,0.0,2210.9154321,27.138080059,2457,canceled
555,456,114,4,3,2,1,71,1,1,0,1,1,51,0,72,1,0,1.0,10000000,-1.0,-1.0,760000,1.0,1.0,1860.97082902,408.38899146,1465,fully_paid
556,457,107,0,2,2,1,7,0,0,0,0,0,5,0,8,0,90451,0.0,0,43.738254,-79.567904,200000,0.0,0.0,2997.53801649,66.7214223472,1453,canceled
557,458,135,0,3,1,1,74,0,0,0,0,0,54,0,75,0,90451,0.011,11000000,36.101031,-79.820668,300000,0.0,0.0,2719.25321219,110.324407692,1069,canceled
558,459,126,1,2,3,1,74,0,0,0,1,0,54,0,75,0,90451,0.0025,1000000,34.140608,-116.302212,62400,0.0,0.0,2719.25321219,22.9474768,2108,expired
559,460,510,2,2,3,1,74,0,1,1,1,1,54,0,75,0,90451,0.0,0,33.139865,-96.113872,220000,0.0,0.0,2719.25321219,80.904565641,2071,expired
560,461,93,3,6,2,2,57,0,0,0,0,0,41,0,53,0,90450,0.15,9000000,8.212857,124.255673,2500000,0.0,0.0,14659.3301944,170.539851879,1380,expired
561,462,114,4,3,2,1,71,1,1,0,1,1,51,0,72,1,0,1.0,10000000,-1.0,-1.0,760000,1.0,1.0,1860.97082902,408.38899146,1465,fully_paid
562,463,113,1,1,3,1,39,1,1,1,1,0,27,0,36,0,90450,0.0,0,-1.0,-1.0,5600,0.0,0.0,29152.344,0.192094330391,2108,expired
563,464,125,3,6,2,1,24,1,1,0,1,0,15,0,74,0,90450,0.116666666667,35000000,53.367127,-1.493888,170000,0.0,0.0,1671.23445374,101.721215488,1380,expired
564,465,87,4,2,4,4,22,0,1,0,0,0,14,0,19,1,1,1.0,10000000,61.485375,21.796887,60000,0.0,1.0,2210.9154321,27.138080059,2792,charged_off
565,466,87,3,2,4,4,22,0,1,0,0,0,14,0,19,1,6,1.0,10000000,61.485375,21.796887,60000,0.0,6.0,2210.9154321,27.138080059,2458,charged_off
566,467,87,3,2,4,4,22,0,1,0,0,0,14,0,19,0,90450,0.0,0,61.485375,21.796887,60000,0.0,0.0,2210.9154321,27.138080059,2458,canceled
567,468,128,0,2,1,1,14,0,1,0,0,0,14,0,21,0,90450,0.042,21000000,53.069756,8.823655,164200,0.0,0.0,2145.16430526,76.5442533224,1069,canceled
568,469,135,4,2,1,1,74,0,0,0,0,0,54,0,75,1,2,1.0,50000000,36.101031,-79.820668,300000,1.0,1.0,2719.25321219,110.324407692,1115,fully_paid
569,470,128,3,2,1,1,14,0,1,0,0,0,14,0,21,0,90448,0.3,75000000,53.069756,8.823655,164200,0.0,0.0,2145.16430526,76.5442533224,1029,canceled
570,471,115,0,2,2,1,30,0,1,0,1,1,20,0,28,0,90448,0.0,0,-6.261709,106.959906,718307600,0.0,0.0,3963287.5,181.240346556,1453,canceled
571,472,85,3,4,2,1,28,0,0,0,0,1,18,0,12,0,90447,0.0230769230769,3000000,46.2977,16.344015,935000,0.0,0.0,4907.2037037,190.536210937,1380,canceled
572,473,107,3,2,2,1,7,0,0,0,0,0,5,0,8,0,90447,0.0,0,43.738254,-79.567904,200000,0.0,0.0,2997.53801649,66.7214223472,1380,canceled
573,474,135,3,6,1,1,74,0,0,0,0,0,54,0,75,1,10,1.0,200000000,36.101031,-79.820668,300000,6.0,6.0,2719.25321219,110.324407692,1029,fully_paid
574,475,134,0,2,3,1,15,0,0,0,1,0,48,0,14,0,90447,0.0,0,-1.0,-1.0,2408000,0.0,0.0,19899.6493864,121.007157123,1947,canceled
575,476,94,4,0,3,1,24,0,1,0,1,1,15,0,74,1,6,1.0,30000000,51.449873,0.015357,120000,0.0,1.0,1671.23445374,71.8032109328,1994,charged_off
576,477,134,4,3,3,1,15,0,0,0,1,0,48,0,14,1,2,1.0,20000000,-1.0,-1.0,2408000,1.0,1.0,19899.6493864,121.007157123,1994,fully_paid
577,478,77,2,2,2,1,66,1,1,0,1,1,14,0,61,0,90445,0.000454545454545,1000000,46.052224,14.520031,111300,0.0,0.0,976.948275862,113.926195224,1633,expired
578,479,20,3,6,1,1,74,1,1,1,1,1,54,0,75,1,12,1.0,100000000,35.97069,-86.602268,147400,1.0,6.0,2719.25321219,54.2060589794,1029,charged_off
579,480,118,4,3,3,1,29,0,0,0,0,0,19,0,25,1,1,1.0,10000000,47.51213,19.076624,35000000,1.0,1.0,149545.971925,234.041743482,1994,fully_paid
580,481,98,2,2,3,1,30,1,1,1,1,1,20,0,28,0,90444,0.00634920634921,4000000,-4.076563,121.612237,748110000,0.0,0.0,3963287.5,188.759962531,2071,expired
581,482,115,4,3,2,1,30,0,1,0,1,1,20,0,28,1,1,1.0,20000000,-6.261709,106.959906,718307600,1.0,1.0,3963287.5,181.240346556,1465,fully_paid
582,483,139,0,2,4,3,30,0,0,1,1,0,20,0,28,1,11,1.0,100000000,-7.323949,110.503783,400000000,10.0,12.0,3963287.5,100.926314329,2564,current
583,484,120,3,2,1,1,74,0,1,0,1,0,54,0,75,0,90443,0.266666666667,40000000,40.088233,-76.276765,266800,0.0,0.0,2719.25321219,98.1151732409,1029,expired
584,485,141,3,3,3,1,24,0,1,1,1,1,15,0,74,0,90443,0.0,0,53.584482,-2.393858,120000,0.0,0.0,1671.23445374,71.8032109328,1806,canceled
585,486,141,3,4,3,1,24,0,1,1,1,1,15,0,74,0,90443,0.0,0,53.584482,-2.393858,120000,0.0,0.0,1671.23445374,71.8032109328,1806,canceled
586,487,141,4,3,3,1,24,0,1,1,1,1,15,0,74,1,0,1.0,20000000,53.584482,-2.393858,120000,0.0,1.0,1671.23445374,71.8032109328,1994,charged_off
587,488,141,4,3,3,1,24,0,1,1,1,1,15,0,74,1,0,1.0,10000000,53.584482,-2.393858,120000,1.0,1.0,1671.23445374,71.8032109328,1994,fully_paid
588,489,110,4,3,2,1,33,0,1,0,0,1,22,0,27,0,90443,0.0,0,-1.0,-1.0,13135100,0.0,0.0,31927.7568013,411.400653098,1465,canceled
589,490,140,2,0,4,1,74,0,1,1,1,1,54,0,75,0,90443,0.00285714285714,2000000,31.153699,-97.361244,330000,0.0,0.0,2719.25321219,121.356848461,2253,expired
590,491,110,1,0,2,1,33,0,1,0,0,1,22,0,27,0,90443,0.0,0,-1.0,-1.0,13135100,0.0,0.0,31927.7568013,411.400653098,1583,canceled
591,492,87,1,2,4,4,22,0,1,0,0,0,14,0,19,0,90443,0.1,1000000,61.485375,21.796887,60000,0.0,0.0,2210.9154321,27.138080059,2457,canceled
592,493,122,0,2,2,1,24,0,0,0,1,0,15,0,74,0,90443,0.0,0,53.766425,-2.339251,113600,0.0,0.0,1671.23445374,67.9737063497,1453,canceled
593,494,87,1,2,4,4,22,0,1,0,0,0,14,0,19,0,90443,0.1,1000000,61.485375,21.796887,60000,0.0,0.0,2210.9154321,27.138080059,2457,canceled
594,495,141,4,3,3,1,24,0,1,1,1,1,15,0,74,0,90443,0.266666666667,8000000,53.584482,-2.393858,120000,0.0,0.0,1671.23445374,71.8032109328,1994,canceled
595,496,110,0,0,2,1,33,0,1,0,0,1,22,0,27,0,90442,0.0,0,-1.0,-1.0,13135100,0.0,0.0,31927.7568013,411.400653098,1453,canceled
596,497,104,4,3,2,1,68,1,1,1,1,1,14,0,66,1,8,1.0,80000000,51.854533,4.227973,157000,0.0,1.0,2380.0,65.9663865546,1465,defaulted
597,498,122,3,2,2,1,24,0,0,0,1,0,15,0,74,1,14,0.67,67000000,53.766425,-2.339251,113600,0.0,6.0,1671.23445374,67.9737063497,1380,defaulted
598,499,96,3,6,1,1,30,0,0,0,0,0,54,0,28,0,90442,0.0,0,-7.238452,112.734996,350000,0.0,0.0,3963287.5,0.0883105250376,1029,canceled
599,500,127,0,6,4,3,30,0,0,0,0,1,20,0,28,1,10,1.0,110000000,-6.568929,108.432661,238000000,2.0,12.0,3963287.5,60.0511570256,2564,charged_off
600,501,128,3,2,1,1,14,0,1,0,0,0,14,0,21,1,8,1.0,120000000,53.069756,8.823655,164200,6.0,6.0,2145.16430526,76.5442533224,1029,fully_paid
601,502,87,2,2,4,4,22,0,1,0,0,0,14,0,19,0,90441,0.1,1000000,61.485375,21.796887,60000,0.0,0.0,2210.9154321,27.138080059,2253,canceled
602,503,141,3,3,3,1,24,0,1,1,1,1,15,0,74,0,90440,0.05,5000000,53.584482,-2.393858,120000,0.0,0.0,1671.23445374,71.8032109328,1806,canceled
603,504,141,3,3,3,1,24,0,1,1,1,1,15,0,74,1,1,1.0,20000000,53.584482,-2.393858,120000,0.0,6.0,1671.23445374,71.8032109328,1806,charged_off
604,505,144,3,2,3,1,74,0,0,0,0,0,54,0,75,1,7,1.0,50000000,39.15187,-76.634516,100000,2.0,6.0,2719.25321219,36.7748025641,1806,charged_off
605,506,141,3,3,3,1,24,0,1,1,1,1,15,0,74,0,90439,0.0,0,53.584482,-2.393858,120000,0.0,0.0,1671.23445374,71.8032109328,1806,canceled
606,507,141,4,3,3,1,24,0,1,1,1,1,15,0,74,0,90439,0.0,0,53.584482,-2.393858,120000,0.0,0.0,1671.23445374,71.8032109328,1994,canceled
607,508,141,0,3,3,1,24,0,1,1,1,1,15,0,74,0,90439,0.0,0,53.584482,-2.393858,120000,0.0,0.0,1671.23445374,71.8032109328,1947,canceled
608,509,141,3,3,3,1,24,0,1,1,1,1,15,0,74,0,90439,0.0,0,53.584482,-2.393858,120000,0.0,0.0,1671.23445374,71.8032109328,1806,canceled
609,510,87,1,2,4,4,22,0,1,0,0,0,14,0,19,1,4,1.0,10000000,61.485375,21.796887,60000,0.0,36.0,2210.9154321,27.138080059,2457,charged_off
610,511,141,4,3,3,1,24,0,1,1,1,1,15,0,74,0,90439,0.0,0,53.584482,-2.393858,120000,0.0,0.0,1671.23445374,71.8032109328,1994,canceled
611,512,141,4,3,3,1,24,0,1,1,1,1,15,0,74,0,90439,0.0,0,53.584482,-2.393858,120000,0.0,0.0,1671.23445374,71.8032109328,1994,canceled
612,513,141,3,2,3,1,24,0,1,1,1,1,15,0,74,0,90438,0.0,0,53.584482,-2.393858,120000,0.0,0.0,1671.23445374,71.8032109328,1806,canceled
613,514,144,3,6,3,1,74,0,0,0,0,0,54,0,75,1,2,1.0,10000000,39.15187,-76.634516,100000,6.0,6.0,2719.25321219,36.7748025641,1806,fully_paid
614,515,144,4,6,3,1,74,0,0,0,0,0,54,0,75,1,3,1.0,20000000,39.15187,-76.634516,100000,1.0,1.0,2719.25321219,36.7748025641,1994,fully_paid
615,516,141,0,6,3,1,24,0,1,1,1,1,15,0,74,0,90438,0.0,0,53.584482,-2.393858,120000,0.0,0.0,1671.23445374,71.8032109328,1947,canceled
616,517,141,3,3,3,1,24,0,1,1,1,1,15,0,74,0,90438,0.0,0,53.584482,-2.393858,120000,0.0,0.0,1671.23445374,71.8032109328,1806,canceled
617,518,141,4,3,3,1,24,0,1,1,1,1,15,0,74,0,90438,0.0333333333333,1000000,53.584482,-2.393858,120000,0.0,0.0,1671.23445374,71.8032109328,1994,canceled
618,519,49,3,2,2,1,74,1,1,0,1,1,54,0,75,1,5,1.0,40000000,40.713473,-73.944737,614100,1.0,6.0,2719.25321219,225.834062546,1380,defaulted
619,520,141,4,3,3,1,24,0,1,1,1,1,15,0,74,0,90438,0.0,0,53.584482,-2.393858,120000,0.0,0.0,1671.23445374,71.8032109328,1994,canceled
620,521,149,3,6,3,1,30,0,1,1,1,1,20,0,28,0,90437,0.015,3000000,-6.26634,106.924772,1504294000,0.0,0.0,3963287.5,379.557122717,1806,canceled
621,522,85,4,3,2,1,28,0,0,0,0,1,18,0,12,1,4,1.0,20000000,46.2977,16.344015,935000,1.0,1.0,4907.2037037,190.536210937,1465,fully_paid
622,523,94,0,6,3,1,24,0,1,0,1,1,15,0,74,0,90437,0.0,0,51.449873,0.015357,120000,0.0,0.0,1671.23445374,71.8032109328,1947,canceled
623,524,94,0,6,3,1,24,0,1,0,1,1,15,0,74,0,90436,0.0,0,51.449873,0.015357,120000,0.0,0.0,1671.23445374,71.8032109328,1947,canceled
624,525,94,3,2,3,1,24,0,1,0,1,1,15,0,74,1,4,1.0,80000000,51.449873,0.015357,120000,0.0,6.0,1671.23445374,71.8032109328,1806,charged_off
625,526,93,3,6,2,2,57,0,0,0,0,0,41,0,53,1,8,1.0,30000000,8.212857,124.255673,2500000,1.0,6.0,14659.3301944,170.539851879,1380,charged_off
626,527,129,3,2,2,1,14,0,1,0,0,1,14,0,21,1,2,1.0,40000000,49.64098,8.646012,90000,6.0,6.0,2145.16430526,41.9548282522,1380,fully_paid
627,528,29,0,4,3,1,74,1,1,0,1,1,54,0,75,0,90435,0.1825,73000000,42.540559,-83.199312,260000,0.0,0.0,2719.25321219,95.6144866666,1947,expired
628,529,96,4,6,1,1,30,0,0,0,0,0,54,0,28,1,6,1.0,40000000,-7.238452,112.734996,350000,1.0,1.0,3963287.5,0.0883105250376,1115,fully_paid
629,530,149,3,6,3,1,30,0,1,1,1,1,20,0,28,1,2,1.0,50000000,-6.26634,106.924772,1504294000,0.0,6.0,3963287.5,379.557122717,1806,charged_off
630,531,119,1,2,2,1,7,0,1,0,0,0,5,0,8,0,90433,0.00733333333333,11000000,49.131095,-122.716958,310000,0.0,0.0,2997.53801649,103.418204638,1583,canceled
631,532,135,3,2,1,1,74,0,0,0,0,0,54,0,75,0,90432,0.233333333333,70000000,36.101031,-79.820668,300000,0.0,0.0,2719.25321219,110.324407692,1029,canceled
632,533,149,0,6,3,1,30,0,1,1,1,1,20,0,28,0,90432,0.0,0,-6.26634,106.924772,1504294000,0.0,0.0,3963287.5,379.557122717,1947,canceled
633,534,49,3,2,2,1,74,1,1,0,1,1,54,0,75,0,90430,0.0403846153846,21000000,40.713473,-73.944737,614100,0.0,0.0,2719.25321219,225.834062546,1380,canceled
634,535,135,4,2,1,1,74,0,0,0,0,0,54,0,75,1,0,1.0,20000000,36.101031,-79.820668,300000,1.0,1.0,2719.25321219,110.324407692,1115,fully_paid
635,536,156,0,2,3,2,75,0,0,0,0,0,54,0,76,0,90430,0.0172413793103,5000000,10.070117,-69.347541,100000,0.0,0.0,179.5,557.103064067,1947,canceled
636,537,152,1,6,3,1,27,0,0,0,1,1,17,0,24,0,90430,0.0,0,6.82015,-58.144406,14316000,0.0,0.0,237.559505737,60262.7958649,2108,canceled
637,538,158,0,2,2,1,28,0,1,0,0,0,18,0,12,0,90429,0.196153846154,51000000,43.584551,15.927135,550000,0.0,0.0,4907.2037037,112.080124081,1453,expired
638,539,122,3,2,2,1,24,0,0,0,1,0,15,0,74,0,90429,0.0,0,53.766425,-2.339251,113600,0.0,0.0,1671.23445374,67.9737063497,1380,canceled
639,540,122,3,2,2,1,24,0,0,0,1,0,15,0,74,1,14,0.3,30000000,53.766425,-2.339251,113600,0.0,6.0,1671.23445374,67.9737063497,1380,defaulted
640,541,122,3,2,2,1,24,0,0,0,1,0,15,0,74,0,90429,0.04,2000000,53.766425,-2.339251,113600,0.0,0.0,1671.23445374,67.9737063497,1380,canceled
641,542,149,0,6,3,1,30,0,1,1,1,1,20,0,28,1,5,1.0,30000000,-6.26634,106.924772,1504294000,0.0,12.0,3963287.5,379.557122717,1947,charged_off
642,543,149,3,6,3,1,30,0,1,1,1,1,20,0,28,1,5,1.0,10000000,-6.26634,106.924772,1504294000,0.0,6.0,3963287.5,379.557122717,1806,charged_off
643,544,155,0,2,4,3,30,0,0,0,0,1,20,0,28,0,90428,0.0,0,-7.360384,109.206496,80470600,0.0,0.0,3963287.5,20.3040026745,2564,expired
644,545,156,3,2,3,2,75,0,0,0,0,0,54,0,76,1,1,1.0,20000000,10.070117,-69.347541,100000,6.0,6.0,179.5,557.103064067,1806,fully_paid
645,546,94,3,6,3,1,24,0,1,0,1,1,15,0,74,0,90427,0.0,0,51.449873,0.015357,120000,0.0,0.0,1671.23445374,71.8032109328,1806,canceled
646,547,49,3,2,2,1,74,1,1,0,1,1,54,0,75,0,90426,0.0,0,40.713473,-73.944737,614100,0.0,0.0,2719.25321219,225.834062546,1380,canceled
647,548,156,3,2,3,2,75,0,0,0,0,0,54,0,76,0,90426,0.0,0,10.070117,-69.347541,100000,0.0,0.0,179.5,557.103064067,1806,canceled
648,549,94,3,4,3,1,24,0,1,0,1,1,15,0,74,1,10,1.0,70000000,51.449873,0.015357,120000,0.0,6.0,1671.23445374,71.8032109328,1806,charged_off
649,550,152,1,6,3,1,27,0,0,0,1,1,17,0,24,0,90426,0.0,0,6.82015,-58.144406,14316000,0.0,0.0,237.559505737,60262.7958649,2108,canceled
650,551,118,2,2,3,1,29,0,0,0,0,0,19,0,25,0,90425,0.0,0,47.51213,19.076624,35000000,0.0,0.0,149545.971925,234.041743482,2071,canceled
651,552,151,0,6,2,1,7,1,1,0,1,1,5,0,8,0,90424,0.0,0,51.267011,-80.612933,327200,0.0,0.0,2997.53801649,109.15624696,1453,canceled
652,553,160,3,5,2,1,74,0,1,0,1,0,54,0,75,0,90424,0.00645161290323,2000000,46.570632,-120.505465,1100000,0.0,0.0,2719.25321219,404.522828205,1380,expired
653,554,49,4,2,2,1,74,1,1,0,1,1,54,0,75,0,90424,0.40625,130000000,40.713473,-73.944737,614100,0.0,0.0,2719.25321219,225.834062546,1465,canceled
654,555,159,2,6,4,1,78,1,0,0,1,0,58,0,78,0,90424,0.0,0,-25.95498,28.11498,5000000,0.0,0.0,440.909090909,11340.2061856,2253,canceled
655,556,163,3,2,2,2,6,0,0,0,1,0,4,0,6,0,90423,0.0,0,-19.917468,-43.941316,200000,0.0,0.0,1745.90900524,114.553507313,1380,canceled
656,557,166,0,2,2,1,2,0,1,0,0,1,2,0,2,0,90423,0.0122448979592,12000000,-32.288795,115.772824,280000,0.0,0.0,4257.53172314,65.7658047451,1453,expired
657,558,142,4,1,3,1,30,0,0,0,0,1,20,0,28,0,90423,0.1,1000000,-6.216204,106.963525,450000000,0.0,0.0,3963287.5,113.54210362,1994,canceled
658,559,156,3,2,3,2,75,0,0,0,0,0,54,0,76,0,90423,0.0,0,10.070117,-69.347541,100000,0.0,0.0,179.5,557.103064067,1806,canceled
659,560,93,3,6,2,2,57,0,0,0,0,0,41,0,53,0,90423,0.2,6000000,8.212857,124.255673,2500000,0.0,0.0,14659.3301944,170.539851879,1380,expired
660,561,162,3,2,2,1,74,0,1,1,1,1,54,0,75,0,90423,0.00833333333333,1000000,40.406035,-91.378586,105000,0.0,0.0,2719.25321219,38.6135426923,1380,expired
661,562,150,4,6,4,1,77,0,0,0,1,1,58,0,62,1,12,1.0,20000000,-24.965634,29.283987,940000,1.0,1.0,16496.5446584,56.9816297573,2792,fully_paid
662,563,161,2,2,2,1,74,0,0,0,0,1,54,0,75,0,90423,0.000357142857143,1000000,36.906216,-80.333256,172000,0.0,0.0,2719.25321219,63.2526604102,1633,expired
663,564,135,4,6,1,1,74,0,0,0,0,0,54,0,75,1,8,1.0,50000000,36.101031,-79.820668,300000,1.0,1.0,2719.25321219,110.324407692,1115,fully_paid
664,565,120,3,2,1,1,74,0,1,0,1,0,54,0,75,0,90423,0.0142857142857,2000000,40.088233,-76.276765,266800,0.0,0.0,2719.25321219,98.1151732409,1029,expired
665,566,159,1,6,4,1,78,1,0,0,1,0,58,0,78,0,90422,0.0,0,-25.95498,28.11498,5000000,0.0,0.0,440.909090909,11340.2061856,2457,expired
666,567,149,1,6,3,1,30,0,1,1,1,1,20,0,28,0,90422,0.0,0,-6.26634,106.924772,1504294000,0.0,0.0,3963287.5,379.557122717,2108,canceled
667,568,164,4,1,1,2,31,1,0,0,0,0,14,0,30,1,4,1.0,100000000,53.339978,-6.276475,600000,1.0,1.0,2350.33319821,255.282953267,1115,fully_paid
668,569,162,3,3,2,1,74,0,1,1,1,1,54,0,75,0,90421,0.25,5000000,40.406035,-91.378586,105000,0.0,0.0,2719.25321219,38.6135426923,1380,expired
669,570,168,0,0,4,4,61,1,1,0,0,1,54,0,56,0,90421,0.0,0,41.570943,-73.081591,50000,0.0,0.0,1995.41959659,25.0573864692,2564,expired
670,571,152,3,2,3,1,27,0,0,0,1,1,17,0,24,0,90421,0.0,0,6.82015,-58.144406,14316000,0.0,0.0,237.559505737,60262.7958649,1806,expired
671,572,58,3,2,0,1,24,1,1,1,1,1,15,0,74,0,90421,0.0,0,51.550958,-1.785773,201400,0.0,0.0,1671.23445374,120.509722349,770,canceled
672,573,58,3,2,0,1,24,1,1,1,1,1,15,0,74,0,90421,0.0,0,51.550958,-1.785773,201400,0.0,0.0,1671.23445374,120.509722349,770,canceled
673,574,58,4,2,0,1,24,1,1,1,1,1,15,0,74,1,2,1.0,70000000,51.550958,-1.785773,201400,1.0,1.0,1671.23445374,120.509722349,766,fully_paid
674,575,170,0,2,2,1,24,0,0,0,0,0,15,0,74,0,90420,0.0857142857143,30000000,52.97943,-1.994479,90000,0.0,0.0,1671.23445374,53.8524081996,1453,canceled
675,576,165,3,2,3,2,6,0,0,0,0,0,4,0,6,0,90420,0.0,0,-25.443494,-49.056411,150000,0.0,0.0,1745.90900524,85.9151304849,1806,canceled
676,577,165,3,2,3,2,6,0,0,0,0,0,4,0,6,0,90420,0.0,0,-25.443494,-49.056411,150000,0.0,0.0,1745.90900524,85.9151304849,1806,expired
677,578,165,4,2,3,2,6,0,0,0,0,0,4,0,6,0,90420,0.0,0,-25.443494,-49.056411,150000,0.0,0.0,1745.90900524,85.9151304849,1994,expired
678,579,122,3,6,2,1,24,0,0,0,1,0,15,0,74,1,14,0.46,69000000,53.766425,-2.339251,113600,0.0,6.0,1671.23445374,67.9737063497,1380,defaulted
679,580,142,0,2,3,1,30,0,0,0,0,1,20,0,28,0,90419,0.1,10000000,-6.216204,106.963525,450000000,0.0,0.0,3963287.5,113.54210362,1947,expired
680,581,157,2,6,5,1,30,0,0,0,0,0,20,0,28,0,90419,0.0,0,4.966993,98.01297,300000000,0.0,0.0,3963287.5,75.6947357465,2463,canceled
681,582,169,3,0,4,1,30,0,1,1,1,1,20,0,28,0,90419,0.0,0,-6.114865,106.924623,600000000,0.0,0.0,3963287.5,151.389471493,2458,expired
682,583,94,3,6,3,1,24,0,1,0,1,1,15,0,74,0,90419,0.0,0,51.449873,0.015357,120000,0.0,0.0,1671.23445374,71.8032109328,1806,canceled
683,584,94,3,6,3,1,24,0,1,0,1,1,15,0,74,0,90419,0.0,0,51.449873,0.015357,120000,0.0,0.0,1671.23445374,71.8032109328,1806,canceled
684,585,92,2,1,3,2,0,1,1,1,1,1,1,0,1,0,90418,0.0,0,-31.447017,-64.188017,7000000,0.0,0.0,1077.87362453,6494.26782574,2071,expired
685,586,85,3,2,2,1,28,0,0,0,0,1,18,0,12,0,90417,0.0,0,46.2977,16.344015,935000,0.0,0.0,4907.2037037,190.536210937,1380,canceled
686,587,139,2,2,4,3,30,0,0,1,1,0,20,0,28,0,90417,0.0,0,-7.323949,110.503783,400000000,0.0,0.0,3963287.5,100.926314329,2253,canceled
687,588,149,0,6,3,1,30,0,1,1,1,1,20,0,28,0,90417,0.0,0,-6.26634,106.924772,1504294000,0.0,0.0,3963287.5,379.557122717,1947,canceled
688,589,139,2,2,4,3,30,0,0,1,1,0,20,0,28,0,90417,0.0,0,-7.323949,110.503783,400000000,0.0,0.0,3963287.5,100.926314329,2253,canceled
689,590,122,2,2,2,1,24,0,0,0,1,0,15,0,74,0,90416,0.0875,35000000,53.766425,-2.339251,113600,0.0,0.0,1671.23445374,67.9737063497,1633,expired
690,591,94,0,6,3,1,24,0,1,0,1,1,15,0,74,0,90415,0.0,0,51.449873,0.015357,120000,0.0,0.0,1671.23445374,71.8032109328,1947,canceled
691,592,85,3,2,2,1,28,0,0,0,0,1,18,0,12,0,90414,0.0,0,46.2977,16.344015,935000,0.0,0.0,4907.2037037,190.536210937,1380,canceled
692,593,94,0,6,3,1,24,0,1,0,1,1,15,0,74,0,90414,0.0,0,51.449873,0.015357,120000,0.0,0.0,1671.23445374,71.8032109328,1947,canceled
693,594,94,0,6,3,1,24,0,1,0,1,1,15,0,74,0,90414,0.0,0,51.449873,0.015357,120000,0.0,0.0,1671.23445374,71.8032109328,1947,canceled
694,595,135,3,2,1,1,74,0,0,0,0,0,54,0,75,1,2,1.0,50000000,36.101031,-79.820668,300000,6.0,6.0,2719.25321219,110.324407692,1029,fully_paid
695,596,59,4,6,4,2,74,0,0,0,1,0,54,0,75,0,90414,0.0,0,37.729925,-122.41921,355100,0.0,0.0,2719.25321219,130.587323905,2792,canceled
696,597,149,4,6,3,1,30,0,1,1,1,1,20,0,28,1,14,0.366666666667,11000000,-6.26634,106.924772,1504294000,0.0,1.0,3963287.5,379.557122717,1994,charged_off
697,598,518,4,2,1,1,36,1,0,0,1,1,14,0,32,1,6,1.0,80000000,45.483101,9.235804,139000,1.0,1.0,1548.71583447,89.7517781547,1115,fully_paid
698,599,85,4,2,2,1,28,0,0,0,0,1,18,0,12,1,10,1.0,40000000,46.2977,16.344015,935000,1.0,1.0,4907.2037037,190.536210937,1465,fully_paid
